Teks,label
"Nikmati cashback hingga Rp75.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi BRI. Promo berlaku sampai akhir bulan.",2
"Nanti kalau sudah sampai rumah kabarin ya, soalnya tadi hujannya lumayan deras. Harap abaikan jika sudah diproses.",0
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Terima kasih.",1
Poin loyalitas DANA Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut tinyurl.com/claimhadiah. Terima kasih.,1
Selamat datang di layanan e-statement BNI. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar.,2
Akun Mandiri Prioritas Anda lolos verifikasi bonus akhir tahun. Klik linktr.ee/validasi dan isi data rekening untuk pencairan dana hari ini.,1
Dapatkan potongan admin untuk top up e-wallet melalui aplikasi BCA selama periode promo akhir pekan. Berlaku untuk nominal tertentu.,2
"Yth pengguna LinkAja, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui verifikasi-akunsecure.com untuk menghindari suspend permanen.",1
"Pajak kendaraan Anda menunggak 2 bulan. Hindari denda tambahan, lakukan pembayaran melalui tautan resmi berikut: pusat-konfirmasiid.com Info lengkap di aplikasi resmi.",1
OCBC menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini.,2
Selamat nomor Anda memenangkan program Gebyar PLN dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 21.00 WIB. Harap abaikan jika sudah diproses.,1
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Terima kasih.",1
"Karena pembaruan sistem nasional, seluruh nasabah CIMB Niaga wajib validasi ulang data KTP dan nomor kartu. Segera akses claim-poinresmi.net.",1
Selamat! Anda terpilih menerima hadiah tunai Rp25.000.000 dari undian rekening aktif CIMB Niaga. Klaim hadiah sekarang di tinyurl.com/claimhadiah,1
OCBC menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini. Harap abaikan jika sudah diproses.,2
Terima kasih telah berlangganan paket proteksi transaksi digital BRI. Layanan aktif mulai 18/04/2026 dan dapat dikelola melalui aplikasi resmi.,2
Promo spesial Bank Jago: gratis biaya transfer antarbank hingga 25x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif. Info lengkap di aplikasi resmi.,2
Promo spesial merchant Alfamart: bayar pakai DANA dan nikmati potongan langsung Rp75.000 untuk minimum transaksi tertentu.,2
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: is.gd/cektrx Harap abaikan jika sudah diproses.,1
Nikmati promo belanja hemat dengan diskon hingga 30% menggunakan QRIS BRI di merchant makanan dan minuman pilihan setiap hari Jumat.,2
Transaksi QRIS Anda sebesar Rp150.000 di Alfamart telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
"Yth pengguna ShopeePay, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui bank-hadiahcepat.site untuk menghindari suspend permanen.",1
Nanti bisa bantu print dokumen ntar kabarin.,0
"Maaf aku baru balas, tadi habis kelas. Nanti malam kita bahas tugas bareng ya. Harap abaikan jika sudah diproses.",0
SeaBank menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini.,2
Pembayaran virtual account Anda di Blibli sebesar Rp75.000 telah berhasil pada 21/04/2026 pukul 08.15 WIB.,2
"Tolong cek grup, dosen tadi kirim info perubahan jadwal presentasi untuk minggu depan. Harap abaikan jika sudah diproses.",0
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Info lengkap di aplikasi resmi.,2
Selamat! Anda mendapatkan promo cashback 15% untuk transaksi QRIS minimal Rp150.000 menggunakan Mandiri hingga 14/04/2026.,2
"Nasabah SeaBank, poin reward Anda sebesar 25.000 poin akan hangus hari ini. Tukarkan segera melalui validasi-dataonline.site",1
"INFO RESMI: Kartu ATM Anda dinonaktifkan sementara. Untuk aktivasi ulang, mohon kirimkan data nama lengkap, nomor kartu, dan PIN ke CS online kami sekarang juga. Info lengkap di aplikasi resmi.",1
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Info lengkap di aplikasi resmi.",0
Terima kasih telah berlangganan paket proteksi transaksi digital BTN. Layanan aktif mulai 30/04/2026 dan dapat dikelola melalui aplikasi resmi. Terima kasih.,2
Poin loyalitas Jenius Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut linktr.ee/validasi.,1
CIMB Niaga menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini.,2
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim validasi-dataonline.site.",1
Selamat nomor Anda memenangkan program Gebyar Chatime dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 21.00 WIB.,1
"Nasabah BTN, dapatkan voucher belanja Rp250.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
Notifikasi keamanan: percobaan transaksi luar negeri dari Malang terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui bit.ly/cekdata.,1
"INFO RESMI: Kartu ATM Anda dinonaktifkan sementara. Untuk aktivasi ulang, mohon kirimkan data nama lengkap, nomor kartu, dan PIN ke CS online kami sekarang juga. Syarat dan ketentuan berlaku.",1
Transaksi QRIS Anda sebesar Rp500.000 di Telkomsel telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
Nikmati cicilan 0% hingga 6 bulan untuk transaksi kartu kredit BNI di merchant pilihan. Berlaku untuk pembelian minimal Rp250.000.,2
"Rekening Anda berhasil masuk nominasi cashback tahunan. Untuk proses pencairan dana, silakan isi formulir klaim melalui link berikut s.id/verifakun Harap abaikan jika sudah diproses.",1
Selamat datang di layanan e-statement Bank Jago. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar. Syarat dan ketentuan berlaku.,2
"Aku sudah transfer patungan makan Rp200.000 ke rekeningmu, dicek kalau sempat ya.",0
Notifikasi keamanan: percobaan transaksi luar negeri dari Depok terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui tinyurl.com/claimhadiah. Harap abaikan jika sudah diproses.,1
Jadi pesen kopi nggak? Kalau jadi aku sekalian beliin pas lewat. Harap abaikan jika sudah diproses.,0
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim validasi-dataonline.site. Harap abaikan jika sudah diproses.",1
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Info lengkap di aplikasi resmi.,2
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Terima kasih.",0
Nikmati promo belanja hemat dengan diskon hingga 20% menggunakan QRIS BTN di merchant makanan dan minuman pilihan setiap hari Jumat.,2
"INFO RESMI: Kartu ATM Anda dinonaktifkan sementara. Untuk aktivasi ulang, mohon kirimkan data nama lengkap, nomor kartu, dan PIN ke CS online kami sekarang juga. Info lengkap di aplikasi resmi.",1
Promo spesial merchant Blibli: bayar pakai ShopeePay dan nikmati potongan langsung Rp500.000 untuk minimum transaksi tertentu.,2
Tagihan internet rumah Anda sebesar Rp250.000 jatuh tempo pada 21/04/2026. Bayar melalui mobile banking untuk dapat poin reward tambahan.,2
"Nasabah BNI, dapatkan voucher belanja Rp75.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
Selamat datang di layanan e-statement SeaBank. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar.,2
Selamat! Anda terpilih menerima hadiah tunai Rp2.750.000 dari undian rekening aktif BNI. Klaim hadiah sekarang di bit.ly/cekdata,1
Selamat! Anda memperoleh bantuan saldo Rp25.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui hadiahrekeningku.com.,1
Dapatkan potongan admin untuk top up e-wallet melalui aplikasi BNI selama periode promo akhir pekan. Berlaku untuk nominal tertentu. Harap abaikan jika sudah diproses.,2
Selamat! Anda terpilih menerima hadiah tunai Rp12.000.000 dari undian rekening aktif Bank Jago. Klaim hadiah sekarang di s.id/verifakun,1
"Yth Nasabah BCA, akun Anda terdeteksi login dari perangkat baru. Untuk menghindari pemblokiran, segera verifikasi data melalui hadiahrekeningku.com",1
Selamat! Anda terpilih menerima hadiah tunai Rp12.000.000 dari undian rekening aktif BTN. Klaim hadiah sekarang di s.id/verifakun,1
Aku jadi ke kampus jam 9 ya siap.,0
Pembayaran virtual account Anda di Telkomsel sebesar Rp50.000 telah berhasil pada 12/04/2026 pukul 10.45 WIB.,2
Perpanjang deposito online Anda di BSI dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini.,2
Notifikasi: pembayaran kartu kredit Anda sebesar Rp500.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo.,2
Peringatan! Rekening CIMB Niaga Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: hadiahrekeningku.com Syarat dan ketentuan berlaku.,1
"Nikmati cashback hingga Rp75.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi OCBC. Promo berlaku sampai akhir bulan.",2
"Anda menerima transfer dana Rp25.000.000. Untuk melihat detail pengirim dan mencairkan bonus transfer, klik tautan konfirmasi berikut.",1
Notifikasi keamanan: percobaan transaksi luar negeri dari Surabaya terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui bit.ly/cekdata.,1
Pembayaran virtual account Anda di Indomaret sebesar Rp100.000 telah berhasil pada 25/04/2026 pukul 18.40 WIB.,2
"Transaksi mencurigakan sebesar Rp25.000.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: tinyurl.com/claimhadiah",1
Peringatan! Rekening OCBC Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: verifikasi-akunsecure.com,1
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Harap abaikan jika sudah diproses.",1
"Aku di Malang sekarang, nanti kabarin kalau kamu sudah berangkat ya. Harap abaikan jika sudah diproses.",0
"Aku sudah transfer patungan makan Rp250.000 ke rekeningmu, dicek kalau sempat ya. Terima kasih.",0
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Harap abaikan jika sudah diproses.,2
"Transaksi mencurigakan sebesar Rp1.500.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: s.id/verifakun Info lengkap di aplikasi resmi.",1
Promo spesial merchant Shopee: bayar pakai Jenius dan nikmati potongan langsung Rp50.000 untuk minimum transaksi tertentu.,2
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim validasi-dataonline.site. Terima kasih.",1
"Nikmati cashback hingga Rp150.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi BTN. Promo berlaku sampai akhir bulan.",2
"Karena pembaruan sistem nasional, seluruh nasabah BSI wajib validasi ulang data KTP dan nomor kartu. Segera akses claim-poinresmi.net.",1
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Terima kasih.",1
Nikmati cicilan 0% hingga 6 bulan untuk transaksi kartu kredit PermataBank di merchant pilihan. Berlaku untuk pembelian minimal Rp100.000.,2
Perpanjang deposito online Anda di OCBC dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini. Terima kasih.,2
Promo akhir pekan: transfer ke sesama pengguna LinkAja bebas biaya admin dan dapatkan cashback 10% untuk transaksi pertama hari ini.,2
Terima kasih telah berlangganan paket proteksi transaksi digital PermataBank. Layanan aktif mulai 21/04/2026 dan dapat dikelola melalui aplikasi resmi.,2
"Aku di Bekasi sekarang, nanti kabarin kalau kamu sudah berangkat ya.",0
Transaksi QRIS Anda sebesar Rp100.000 di Kopi Kenangan telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
Notifikasi: pembayaran kartu kredit Anda sebesar Rp200.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo.,2
Tagihan internet rumah Anda sebesar Rp50.000 jatuh tempo pada 30/04/2026. Bayar melalui mobile banking untuk dapat poin reward tambahan.,2
Nikmati cicilan 0% hingga 12 bulan untuk transaksi kartu kredit PermataBank di merchant pilihan. Berlaku untuk pembelian minimal Rp75.000.,2
"Pajak kendaraan Anda menunggak 2 bulan. Hindari denda tambahan, lakukan pembayaran melalui tautan resmi berikut: login-amanmobile.net Harap abaikan jika sudah diproses.",1
Terima kasih telah berlangganan paket proteksi transaksi digital BNI. Layanan aktif mulai 14/04/2026 dan dapat dikelola melalui aplikasi resmi. Terima kasih.,2
Promo spesial CIMB Niaga: gratis biaya transfer antarbank hingga 20x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif.,2
Nikmati promo belanja hemat dengan diskon hingga 25% menggunakan QRIS Mandiri di merchant makanan dan minuman pilihan setiap hari Jumat.,2
"Anda menerima transfer dana Rp7.500.000. Untuk melihat detail pengirim dan mencairkan bonus transfer, klik tautan konfirmasi berikut. Terima kasih.",1
Terima kasih telah menggunakan mobile banking Danamon. Login terakhir akun Anda tercatat pada 30/04/2026 pukul 20.15 WIB melalui perangkat terdaftar.,2
"Rekening Anda berhasil masuk nominasi cashback tahunan. Untuk proses pencairan dana, silakan isi formulir klaim melalui link berikut tinyurl.com/claimhadiah Info lengkap di aplikasi resmi.",1
Selamat nomor Anda memenangkan program Gebyar Blibli dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 20.00 WIB.,1
"Nanti kalau sudah sampai rumah kabarin ya, soalnya tadi hujannya lumayan deras. Syarat dan ketentuan berlaku.",0
Pembayaran virtual account Anda di Kopi Kenangan sebesar Rp50.000 telah berhasil pada 25/04/2026 pukul 20.15 WIB.,2
Terima kasih telah menggunakan mobile banking CIMB Niaga. Login terakhir akun Anda tercatat pada 18/04/2026 pukul 08.15 WIB melalui perangkat terdaftar.,2
Selamat nomor Anda memenangkan program Gebyar Indomaret dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 21.00 WIB.,1
Tagihan internet rumah Anda sebesar Rp500.000 jatuh tempo pada 25/04/2026. Bayar melalui mobile banking untuk dapat poin reward tambahan.,2
"Besok kumpul jam 10.00 di kampus, jangan lupa bawa laptop. Info lengkap di aplikasi resmi.",0
"Pajak kendaraan Anda menunggak 2 bulan. Hindari denda tambahan, lakukan pembayaran melalui tautan resmi berikut: validasi-dataonline.site",1
"Nasabah SeaBank, poin reward Anda sebesar 25.000 poin akan hangus hari ini. Tukarkan segera melalui bank-hadiahcepat.site",1
"INFO RESMI: Kartu ATM Anda dinonaktifkan sementara. Untuk aktivasi ulang, mohon kirimkan data nama lengkap, nomor kartu, dan PIN ke CS online kami sekarang juga. Info lengkap di aplikasi resmi.",1
Nikmati promo belanja hemat dengan diskon hingga 20% menggunakan QRIS OCBC di merchant makanan dan minuman pilihan setiap hari Jumat.,2
Transaksi QRIS Anda sebesar Rp500.000 di Tokopedia telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
"Yth Nasabah CIMB Niaga, akun Anda terdeteksi login dari perangkat baru. Untuk menghindari pemblokiran, segera verifikasi data melalui validasi-dataonline.site",1
"Selamat, Anda mendapatkan voucher belanja Rp12.000.000 dari program loyalitas DANA. Aktivasi voucher di claim-poinresmi.net",1
Tagihan internet rumah Anda sebesar Rp200.000 jatuh tempo pada 14/04/2026. Bayar melalui mobile banking untuk dapat poin reward tambahan.,2
"Aku sudah transfer patungan makan Rp100.000 ke rekeningmu, dicek kalau sempat ya. Syarat dan ketentuan berlaku.",0
Selamat datang di layanan e-statement BTN. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar. Syarat dan ketentuan berlaku.,2
Notifikasi: pembayaran kartu kredit Anda sebesar Rp250.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo.,2
Selamat nomor Anda memenangkan program Gebyar Shopee dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 20.00 WIB.,1
"Aku sudah transfer patungan makan Rp75.000 ke rekeningmu, dicek kalau sempat ya.",0
BRI menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini.,2
"Promo khusus pengguna baru DANA, nikmati bonus saldo hingga Rp500.000 setelah aktivasi akun dan penyelesaian transaksi pertama.",2
"Maaf aku baru balas, tadi habis kelas. Nanti malam kita bahas tugas bareng ya. Terima kasih.",0
Dapatkan potongan admin untuk top up e-wallet melalui aplikasi SeaBank selama periode promo akhir pekan. Berlaku untuk nominal tertentu. Info lengkap di aplikasi resmi.,2
"Aku di Jakarta sekarang, nanti kabarin kalau kamu sudah berangkat ya. Harap abaikan jika sudah diproses.",0
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Info lengkap di aplikasi resmi.,2
Promo spesial BSI: gratis biaya transfer antarbank hingga 25x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif. Syarat dan ketentuan berlaku.,2
"Nikmati cashback hingga Rp250.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi PermataBank. Promo berlaku sampai akhir bulan.",2
"Tolong cek grup, dosen tadi kirim info perubahan jadwal presentasi untuk minggu depan. Terima kasih.",0
Nanti aku telat sedikit sip.,0
BCA menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini.,2
Notifikasi keamanan: percobaan transaksi luar negeri dari Bogor terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui linktr.ee/validasi.,1
"Nanti kalau sudah sampai rumah kabarin ya, soalnya tadi hujannya lumayan deras. Terima kasih.",0
Promo spesial BTN: gratis biaya transfer antarbank hingga 25x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif.,2
"Nanti kalau sudah sampai rumah kabarin ya, soalnya tadi hujannya lumayan deras. Terima kasih.",0
Promo akhir pekan: transfer ke sesama pengguna GoPay bebas biaya admin dan dapatkan cashback 15% untuk transaksi pertama hari ini.,2
Promo akhir pekan: transfer ke sesama pengguna ShopeePay bebas biaya admin dan dapatkan cashback 25% untuk transaksi pertama hari ini.,2
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim verifikasi-akunsecure.com. Harap abaikan jika sudah diproses.",1
"Nanti kalau sudah sampai rumah kabarin ya, soalnya tadi hujannya lumayan deras. Harap abaikan jika sudah diproses.",0
Promo akhir pekan: transfer ke sesama pengguna LinkAja bebas biaya admin dan dapatkan cashback 30% untuk transaksi pertama hari ini.,2
"Rekening Anda berhasil masuk nominasi cashback tahunan. Untuk proses pencairan dana, silakan isi formulir klaim melalui link berikut linktr.ee/validasi Syarat dan ketentuan berlaku.",1
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim bank-hadiahcepat.site.",1
Terima kasih telah menggunakan mobile banking BNI. Login terakhir akun Anda tercatat pada 25/04/2026 pukul 10.45 WIB melalui perangkat terdaftar.,2
Perpanjang deposito online Anda di Bank Jago dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini.,2
"Rekening Anda berhasil masuk nominasi cashback tahunan. Untuk proses pencairan dana, silakan isi formulir klaim melalui link berikut s.id/verifakun Terima kasih.",1
Poin loyalitas GoPay Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut tinyurl.com/claimhadiah. Info lengkap di aplikasi resmi.,1
Perpanjang deposito online Anda di BCA dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini.,2
Selamat! Anda memperoleh bantuan saldo Rp500.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui claim-poinresmi.net.,1
Selamat! Anda memperoleh bantuan saldo Rp75.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui claim-poinresmi.net.,1
Selamat nomor Anda memenangkan program Gebyar Chatime dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 21.00 WIB. Terima kasih.,1
Nikmati cicilan 0% hingga 12 bulan untuk transaksi kartu kredit BSI di merchant pilihan. Berlaku untuk pembelian minimal Rp100.000.,2
"Promo khusus pengguna baru GoPay, nikmati bonus saldo hingga Rp150.000 setelah aktivasi akun dan penyelesaian transaksi pertama.",2
"Nasabah PermataBank, dapatkan voucher belanja Rp250.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
"Transaksi mencurigakan sebesar Rp50.000.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: bit.ly/cekdata",1
Promo akhir pekan: transfer ke sesama pengguna DANA bebas biaya admin dan dapatkan cashback 50% untuk transaksi pertama hari ini.,2
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim login-amanmobile.net. Info lengkap di aplikasi resmi.",1
Selamat! Anda memperoleh bantuan saldo Rp200.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui claim-poinresmi.net.,1
Selamat! Anda memperoleh bantuan saldo Rp100.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui claim-poinresmi.net.,1
"Tolong cek grup, dosen tadi kirim info perubahan jadwal presentasi untuk minggu depan. Info lengkap di aplikasi resmi.",0
"Yth pengguna DANA, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui cek-promoaktif.id untuk menghindari suspend permanen.",1
"INFO RESMI: Kartu ATM Anda dinonaktifkan sementara. Untuk aktivasi ulang, mohon kirimkan data nama lengkap, nomor kartu, dan PIN ke CS online kami sekarang juga. Harap abaikan jika sudah diproses.",1
Nikmati promo belanja hemat dengan diskon hingga 30% menggunakan QRIS Danamon di merchant makanan dan minuman pilihan setiap hari Jumat.,2
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Terima kasih.",1
"Nasabah Danamon, dapatkan voucher belanja Rp200.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
Notifikasi keamanan: percobaan transaksi luar negeri dari Surabaya terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui s.id/verifakun.,1
"Nikmati cashback hingga Rp250.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi OCBC. Promo berlaku sampai akhir bulan.",2
Selamat nomor Anda memenangkan program Gebyar Shopee dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 20.00 WIB. Syarat dan ketentuan berlaku.,1
Akun Mandiri Prioritas Anda lolos verifikasi bonus akhir tahun. Klik tinyurl.com/claimhadiah dan isi data rekening untuk pencairan dana hari ini.,1
BRI menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini. Terima kasih.,2
Pembayaran virtual account Anda di Telkomsel sebesar Rp75.000 telah berhasil pada 14/04/2026 pukul 16.05 WIB.,2
Jadi pesen kopi nggak? Kalau jadi aku sekalian beliin pas lewat. Terima kasih.,0
Transaksi QRIS Anda sebesar Rp75.000 di Kopi Kenangan telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
"Yth Nasabah BRI, akun Anda terdeteksi login dari perangkat baru. Untuk menghindari pemblokiran, segera verifikasi data melalui bank-hadiahcepat.site",1
Nikmati cicilan 0% hingga 3 bulan untuk transaksi kartu kredit Bank Jago di merchant pilihan. Berlaku untuk pembelian minimal Rp500.000.,2
Terima kasih telah berlangganan paket proteksi transaksi digital BNI. Layanan aktif mulai 30/04/2026 dan dapat dikelola melalui aplikasi resmi.,2
"Nasabah Mandiri, poin reward Anda sebesar 25.000 poin akan hangus hari ini. Tukarkan segera melalui hadiahrekeningku.com",1
"Nikmati cashback hingga Rp25.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi Mandiri. Promo berlaku sampai akhir bulan.",2
Nikmati promo belanja hemat dengan diskon hingga 40% menggunakan QRIS SeaBank di merchant makanan dan minuman pilihan setiap hari Jumat.,2
"Aku tunggu di depan perpustakaan sekitar jam 13.00, santai aja nggak usah buru-buru. Syarat dan ketentuan berlaku.",0
Selamat! Anda memperoleh bantuan saldo Rp200.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui verifikasi-akunsecure.com.,1
Transaksi QRIS Anda sebesar Rp250.000 di Shopee telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
"INFO RESMI: Kartu ATM Anda dinonaktifkan sementara. Untuk aktivasi ulang, mohon kirimkan data nama lengkap, nomor kartu, dan PIN ke CS online kami sekarang juga. Syarat dan ketentuan berlaku.",1
Peringatan! Rekening Bank Jago Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: bank-hadiahcepat.site,1
Selamat! Anda memperoleh bantuan saldo Rp100.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui verifikasi-akunsecure.com.,1
Pembayaran virtual account Anda di Indomaret sebesar Rp500.000 telah berhasil pada 12/04/2026 pukul 16.05 WIB.,2
"Aku tunggu di depan perpustakaan sekitar jam 14.00, santai aja nggak usah buru-buru. Terima kasih.",0
Jadi pesen kopi nggak? Kalau jadi aku sekalian beliin pas lewat. Syarat dan ketentuan berlaku.,0
"Maaf aku baru balas, tadi habis kelas. Nanti malam kita bahas tugas bareng ya. Info lengkap di aplikasi resmi.",0
Akun SeaBank Prioritas Anda lolos verifikasi bonus akhir tahun. Klik linktr.ee/validasi dan isi data rekening untuk pencairan dana hari ini.,1
Transaksi QRIS Anda sebesar Rp100.000 di Shopee telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
Akun OCBC Prioritas Anda lolos verifikasi bonus akhir tahun. Klik linktr.ee/validasi dan isi data rekening untuk pencairan dana hari ini.,1
Akun SeaBank Prioritas Anda lolos verifikasi bonus akhir tahun. Klik s.id/verifakun dan isi data rekening untuk pencairan dana hari ini.,1
Peringatan! Rekening SeaBank Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: validasi-dataonline.site,1
Selamat! Anda mendapatkan promo cashback 10% untuk transaksi QRIS minimal Rp250.000 menggunakan BSI hingga 21/04/2026.,2
"Nasabah SeaBank, poin reward Anda sebesar 12.000 poin akan hangus hari ini. Tukarkan segera melalui validasi-dataonline.site",1
SeaBank menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini. Harap abaikan jika sudah diproses.,2
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Syarat dan ketentuan berlaku.",0
Selamat nomor Anda memenangkan program Gebyar Shopee dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 21.00 WIB.,1
